,Catania,Milan,Rome
Catania,0.7940476190476191,0.4634722222222222,0.4832692843219159
Milan,0.555952380952381,0.8369444444444444,0.5330506822612086
Rome,0.6619047619047619,0.5663194444444444,0.7353745474798107
