,Catania,Milan,Rome
Catania,0.7083333333333334,0.49416666666666664,0.5081718184349764
Milan,0.5071428571428571,0.6802083333333333,0.5043957115009746
Rome,0.5023809523809524,0.47354166666666664,0.660428849902534
