,Catania,Milan,Rome
Catania,0.7922619047619047,0.35763888888888884,0.49269841269841275
Milan,0.5178571428571428,0.8172222222222223,0.508095238095238
Rome,0.6059523809523808,0.5243055555555556,0.7326524644945698
