,Catania,Milan,Rome
Catania,0.8083333333333332,0.5561458333333333,0.5073809523809525
Milan,0.3761904761904762,0.7176388888888889,0.4878334725703146
Rome,0.7202380952380951,0.6168055555555556,0.6613102199944305
