,Catania,Milan,Rome
Catania,0.742051282051282,0.033553580922001974,0.4268913168487637
Milan,0.058253968253968245,0.8007932487189453,0.24766015185195878
Rome,0.7711721611721611,0.23373577102292273,0.658024139078533
