,Catania,Milan,Rome
Catania,0.19523632109213124,-0.00164471476201834,-0.05194884255975831
Milan,0.09704870511124201,0.41812226707278943,0.04774530380377273
Rome,0.11684358175996931,0.12347824986447953,0.3216537025699334
