,Catania,Milan,Rome
Catania,0.7369047619047618,0.5267708333333332,0.49329295460874417
Milan,0.3892857142857143,0.8313888888888888,0.49553745474798105
Rome,0.7714285714285715,0.48083333333333333,0.74921888053467
