,Catania,Milan,Rome
Catania,0.2115115443097341,0.029649858514250883,0.056602613152826706
Milan,-0.007532377981180563,0.21599757522369215,-0.04198875146722246
Rome,0.2766724292353363,0.06911268383492997,0.2094842924871398
