,Catania,Milan,Rome
Catania,0.8403213453213454,0.1615389744414512,0.4706936133544546
Milan,0.14261904761904765,0.8834063134651744,0.332158122734287
Rome,0.7192607392607393,0.26152246145667196,0.6752910414360083
