,Catania,Milan,Rome
Catania,0.7853846153846153,0.07470253173039551,0.44441617292856
Milan,0.21492063492063496,0.8151475543883064,0.3227488658240128
Rome,0.772064602064602,0.537598241429264,0.6105426792934129
