,Catania,Milan,Rome
Catania,0.7089477189477189,0.3792852045806122,0.4237138733761118
Milan,0.5582600732600733,0.8361995221296195,0.5246229728150905
Rome,0.6089285714285715,0.6742804944788208,0.6545188739661252
