,Catania,Milan,Rome
Catania,0.8403213453213454,0.15581447491277217,0.1876545155730402
Milan,0.18301587301587302,0.8450534218034592,0.628046124535609
Rome,0.4655555555555556,0.8309782183053803,0.8083381821288166
