,Catania,Milan,Rome
Catania,0.7853846153846153,0.09559036293943415,0.14275412709895446
Milan,0.31285714285714283,0.8048929567968568,0.6160802966315975
Rome,0.2646825396825397,0.7785380335691805,0.7208781626852643
