,Catania,Milan,Rome
Catania,0.7922619047619047,0.42833333333333334,0.474273275743864
Milan,0.44642857142857145,0.8380555555555554,0.535633973869268
Rome,0.7607142857142856,0.5929166666666665,0.8597647450588626
