,Catania,Milan,Rome
Catania,0.7940476190476191,0.48763888888888884,0.5138582006229065
Milan,0.6369047619047619,0.7647222222222222,0.5567060390589802
Rome,0.6880952380952381,0.6198611111111111,0.8206705059646235
