,Catania,Milan,Rome
Catania,0.2115115443097341,0.04105273015252938,0.012098863435014517
Milan,0.015444357361539795,0.24746217194873213,0.028530028527391515
Rome,0.08830120646306314,0.1491960647104224,0.30891948159138477
