,Catania,Milan,Rome
Catania,0.8083333333333332,0.6129166666666668,0.5222356075297252
Milan,0.43690476190476185,0.6609722222222223,0.5323186617304265
Rome,0.6119047619047618,0.6047222222222223,0.7212150594503536
