,Catania,Milan,Rome
Catania,0.19523632109213124,0.03734066491326781,-0.03704271214063148
Milan,0.001636081192727834,0.45616949823309544,0.13474082262736825
Rome,0.1608314657758127,0.20094147760009767,0.4981722631331521
