,Catania,Milan,Rome
Catania,0.6226190476190476,0.5166666666666667,0.49101878513643227
Milan,0.5035714285714287,0.7112499999999999,0.564843979549862
Rome,0.6047619047619047,0.6018749999999999,0.7537976729153201
