,Catania,Milan,Rome
Catania,0.4081933004839888,-0.06409068218853765,-0.012845933285665972
Milan,-0.06904761904761905,0.41062099565856514,0.05586609515973401
Rome,0.2632492923650823,0.34914393912087627,0.532591840783556
