,Catania,Milan,Rome
Catania,0.7369047619047618,0.4926388888888889,0.5336785763256351
Milan,0.5595238095238095,0.7761111111111112,0.5174516659810777
Rome,0.8761904761904763,0.6001388888888889,0.872563710799005
