,Catania,Milan,Rome
Catania,0.6083333333333334,0.5164583333333332,0.5021253256547373
Milan,0.4916666666666667,0.5943749999999999,0.5165070223893753
Rome,0.5642857142857143,0.5670833333333334,0.6333274568568685
