Precision (0),Precision (1),Recall (0),Recall (1),F1 (0),F1 (1),MCC,Balanced Acc,AUROC,Centre,Fold
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Catania,0
0.8888888888888888,1.0,1.0,0.3333333333333333,0.9411764705882353,0.5,0.5443310539518174,0.6666666666666666,0.75,Milan,0
0.5789473684210527,0.7142857142857143,0.5789473684210527,0.7142857142857143,0.5789473684210527,0.7142857142857143,0.2932330827067669,0.6466165413533835,0.7575187969924814,Rome,0
0.0,0.8333333333333334,0.0,0.7142857142857143,0.0,0.7692307692307692,-0.2182178902359924,0.35714285714285715,0.5714285714285714,Catania,1
0.8421052631578947,0.0,1.0,0.0,0.9142857142857143,0.0,0.0,0.5,0.7083333333333333,Milan,1
0.5625,0.6774193548387096,0.47368421052631576,0.75,0.5142857142857142,0.7118644067796611,0.23165960260062565,0.6118421052631579,0.6597744360902256,Rome,1
0.5,1.0,1.0,0.8571428571428571,0.6666666666666666,0.923076923076923,0.6546536707079772,0.9285714285714286,1.0,Catania,2
0.8888888888888888,1.0,1.0,0.3333333333333333,0.9411764705882353,0.5,0.5443310539518174,0.6666666666666666,0.9583333333333334,Milan,2
0.6428571428571429,0.6666666666666666,0.45,0.8148148148148148,0.5294117647058824,0.7333333333333333,0.2862979048121443,0.6324074074074074,0.6870370370370371,Rome,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Catania,3
0.8421052631578947,0.0,1.0,0.0,0.9142857142857143,0.0,0.0,0.5,0.7708333333333334,Milan,3
0.5,0.6060606060606061,0.35,0.7407407407407407,0.4117647058823529,0.6666666666666666,0.0981020792712942,0.5453703703703703,0.6388888888888888,Rome,3
0.0,0.8571428571428571,0.0,0.75,0.0,0.7999999999999999,-0.1889822365046136,0.375,0.75,Catania,4
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.78125,Milan,4
0.5,0.6,0.3,0.7777777777777778,0.37499999999999994,0.6774193548387097,0.08819171036881969,0.5388888888888889,0.5611111111111111,Rome,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Catania,5
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.5,Milan,5
0.5294117647058824,0.6333333333333333,0.45,0.7037037037037037,0.48648648648648646,0.6666666666666667,0.15815980629809148,0.5768518518518518,0.6259259259259259,Rome,5
0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.7142857142857143,-0.2857142857142857,0.35714285714285715,0.7142857142857143,Catania,6
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.875,Milan,6
0.8,0.6756756756756757,0.4,0.9259259259259259,0.5333333333333333,0.7812500000000001,0.39374488572556093,0.662962962962963,0.6925925925925925,Rome,6
0.3333333333333333,0.8333333333333334,0.5,0.7142857142857143,0.4,0.7692307692307692,0.1889822365046136,0.6071428571428572,0.8571428571428572,Catania,7
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.53125,Milan,7
0.6923076923076923,0.6764705882352942,0.45,0.8518518518518519,0.5454545454545455,0.7540983606557378,0.3336411349109132,0.6509259259259259,0.6796296296296296,Rome,7
0.5,0.8571428571428571,0.5,0.8571428571428571,0.5,0.8571428571428571,0.35714285714285715,0.6785714285714286,0.7142857142857143,Catania,8
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,1.0,Milan,8
0.7142857142857143,0.696969696969697,0.5,0.8518518518518519,0.588235294117647,0.7666666666666667,0.38039581758256935,0.6759259259259259,0.774074074074074,Rome,8
1.0,0.875,0.5,1.0,0.6666666666666666,0.9333333333333333,0.6614378277661476,0.75,1.0,Catania,9
0.875,0.5,0.9333333333333333,0.3333333333333333,0.9032258064516129,0.4,0.31622776601683794,0.6333333333333333,0.7111111111111111,Milan,9
0.65,0.7777777777777778,0.6842105263157895,0.75,0.6666666666666667,0.7636363636363638,0.4309821504831583,0.7171052631578947,0.7481203007518797,Rome,9
