Precision (0),Precision (1),Recall (0),Recall (1),F1 (0),F1 (1),MCC,Balanced Acc,AUROC,Centre,Fold
0.5,0.8571428571428571,0.5,0.8571428571428571,0.5,0.8571428571428571,0.35714285714285715,0.6785714285714286,0.9285714285714286,Catania,0
0.8823529411764706,0.5,0.9375,0.3333333333333333,0.9090909090909091,0.4,0.3217979514674192,0.6354166666666666,0.8541666666666666,Milan,0
0.625,0.8260869565217391,0.7894736842105263,0.6785714285714286,0.6976744186046512,0.7450980392156864,0.45948780771603304,0.7340225563909775,0.787593984962406,Rome,0
0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.8571428571428571,-0.14285714285714285,0.42857142857142855,0.14285714285714285,Catania,1
0.9411764705882353,1.0,1.0,0.6666666666666666,0.9696969696969697,0.8,0.7921180343813395,0.8333333333333333,0.8333333333333333,Milan,1
0.5909090909090909,0.76,0.6842105263157895,0.6785714285714286,0.6341463414634148,0.7169811320754718,0.3567961406569535,0.6813909774436091,0.7462406015037595,Rome,1
0.0,0.8,0.0,0.5714285714285714,0.0,0.6666666666666666,-0.29277002188455997,0.2857142857142857,0.5714285714285714,Catania,2
0.875,0.3333333333333333,0.875,0.3333333333333333,0.875,0.3333333333333333,0.20833333333333334,0.6041666666666666,0.8125,Milan,2
0.5,0.6129032258064516,0.4,0.7037037037037037,0.4444444444444445,0.6551724137931035,0.10820574234403928,0.5518518518518518,0.6888888888888889,Rome,2
0.3333333333333333,1.0,1.0,0.7142857142857143,0.5,0.8333333333333333,0.4879500364742666,0.8571428571428572,1.0,Catania,3
0.8888888888888888,1.0,1.0,0.3333333333333333,0.9411764705882353,0.5,0.5443310539518174,0.6666666666666666,0.8333333333333333,Milan,3
0.6363636363636364,0.6388888888888888,0.35,0.8518518518518519,0.45161290322580644,0.7301587301587301,0.23571218031557223,0.6009259259259259,0.6703703703703704,Rome,3
0.0,0.8571428571428571,0.0,0.75,0.0,0.7999999999999999,-0.1889822365046136,0.375,0.75,Catania,4
0.875,0.0,0.875,0.0,0.875,0.0,-0.125,0.4375,0.78125,Milan,4
0.55,0.6666666666666666,0.55,0.6666666666666666,0.55,0.6666666666666666,0.21666666666666667,0.6083333333333334,0.6592592592592592,Rome,4
0.5,1.0,1.0,0.7142857142857143,0.6666666666666666,0.8333333333333333,0.5976143046671968,0.8571428571428572,1.0,Catania,5
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.875,Milan,5
0.5384615384615384,0.6176470588235294,0.35,0.7777777777777778,0.4242424242424242,0.6885245901639345,0.14123459085185897,0.5638888888888889,0.6296296296296297,Rome,5
1.0,0.875,0.5,1.0,0.6666666666666666,0.9333333333333333,0.6614378277661476,0.75,0.8571428571428572,Catania,6
0.9411764705882353,1.0,1.0,0.5,0.9696969696969697,0.6666666666666666,0.6859943405700353,0.75,0.90625,Milan,6
0.6,0.65625,0.45,0.7777777777777778,0.5142857142857143,0.711864406779661,0.24159481690540374,0.6138888888888889,0.7722222222222223,Rome,6
1.0,0.875,0.5,1.0,0.6666666666666666,0.9333333333333333,0.6614378277661476,0.75,0.7142857142857143,Catania,7
0.8888888888888888,0.0,1.0,0.0,0.9411764705882353,0.0,0.0,0.5,0.65625,Milan,7
0.7894736842105263,0.8214285714285714,0.75,0.8518518518518519,0.7692307692307692,0.8363636363636364,0.6063601684286859,0.8009259259259259,0.8518518518518517,Rome,7
0.3333333333333333,0.8333333333333334,0.5,0.7142857142857143,0.4,0.7692307692307692,0.1889822365046136,0.6071428571428572,0.8571428571428572,Catania,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Milan,8
0.7272727272727273,0.6666666666666666,0.4,0.8888888888888888,0.5161290322580645,0.761904761904762,0.33734954246999327,0.6444444444444444,0.7574074074074074,Rome,8
1.0,0.875,0.5,1.0,0.6666666666666666,0.9333333333333333,0.6614378277661476,0.75,1.0,Catania,9
0.8823529411764706,1.0,1.0,0.3333333333333333,0.9375,0.5,0.5423261445466404,0.6666666666666666,0.888888888888889,Milan,9
0.6,0.6875,0.47368421052631576,0.7857142857142857,0.5294117647058824,0.7333333333333334,0.27308802183393716,0.6296992481203008,0.7293233082706768,Rome,9
